"","Finished","consent","gender","age","residence","education","smartphoneuse","mobileuse_sev","COVID_pos","COVID_pos_others","COVID_pers_harm","COVID_sev_general","COVID_pers_concern","COVID_concern4others","COVID_ndays_lockdown","COVID_lost_job","COVID_info_source","COVID_fatalaties_1","COVID_fatalaties_2","COVID_fatalaties_3","COVID_fatalaties_4","COVID_fatalaties_5","COVID_fatalaties_7","COVID_fatalaties_8","COVID_fatalaties_9","COVID_fatalaties_10","COVID_comply_percent","COVID_comply_pers","attention_check","att_check_bt","bluetooth_uptake1_bt","app_uptake1","is_accceptable1","perc_pop_use_bt","perc_pop_use_mild","reduce_lik_bt","reduce_lik_mild","reduce_lik_sev","return_activ_bt","return_activ_mild","return_activ_sev","reduce_spread_bt","reduce_spread_mild","reduce_spread_severe","ability_mild","ability_bt","decline_participate","decline_part_bt","proportionality","proportionality_bt","sensitivity","sensitivity_bt","risk_of_harm","risk_of_harm_bt","trust_intentions","trust_intentions_bt","trust_respectprivacy","trust_respectpriv_bt","data_security","data_security_bt","ongoing_control","bluetooth_uptake2_bt","change_sunset_bt","app_uptake2","sunset_app","data_local","is_acceptable2","sunset","opt_out","ip_support1","ip_concerned","ip_like","ip_harm_soc","ip_fair","ip_infect_self","ip_support2","wv_freemarket_best","wv_freemarket_lim","wv_lim_gov","acc_general_1","acc_general_2","acc_general_3","acc_general_4","acc_general_5","acc_general_6","scenario_type"
"779",1,5,2,55,1,3,1,NA,0,1,3,5,4,5,5,1,"1,4,5",10056,30339,3164,17797,17345,16949,22881,30565,10169,85,7,1,NA,NA,1,NA,NA,60,NA,6,NA,NA,6,NA,NA,6,NA,6,NA,6,NA,6,NA,2,NA,1,NA,6,NA,5,NA,5,NA,5,NA,NA,1,NA,NA,NA,NA,NA,5,1,6,3,5,4,5,4,5,1,1,1,1,1,2,1,"mild"
"780",1,5,2,63,5,1,NA,1,0,0,5,4,5,4,36,0,"1,5",9296,6761,3944,20352,4859,9507,19930,33521,12887,70,4,1,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,1,NA,5,NA,5,NA,5,NA,4,NA,4,NA,5,NA,4,NA,NA,NA,NA,NA,1,NA,NA,5,1,4,2,3,1,4,4,6,6,2,2,2,2,2,2,"severe"
"781",1,5,2,50,1,2,1,NA,0,0,3,4,3,3,22,0,"1,2,3,4,5",1290,9839,1774,9355,5806,5484,5968,4677,1935,70,5,NA,1,0,NA,NA,30,NA,4,NA,NA,2,NA,NA,2,NA,NA,NA,3,NA,5,NA,5,NA,6,NA,5,NA,2,NA,2,NA,6,4,0,0,NA,NA,NA,NA,NA,NA,2,4,1,6,1,1,1,2,6,4,4,4,4,4,4,4,"bluetooth"
"782",1,5,1,57,2,2,1,NA,0,0,2,3,2,1,15,0,"2",9437,11268,2958,12887,14014,10493,11761,18028,12183,60,4,NA,1,0,NA,NA,15,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,5,NA,2,NA,2,NA,2,NA,3,NA,2,NA,2,3,0,1,NA,NA,NA,NA,NA,NA,4,1,3,3,4,4,3,4,5,5,2,4,3,2,3,2,"bluetooth"
"783",1,5,1,56,5,2,1,NA,0,0,3,4,3,4,0,0,"1,3,4",484,5000,1290,12742,3710,1452,8065,17581,2097,50,5,1,NA,NA,1,NA,NA,70,NA,2,NA,NA,4,NA,NA,5,NA,5,NA,5,NA,5,NA,2,NA,2,NA,6,NA,6,NA,6,NA,5,NA,NA,1,NA,NA,NA,NA,NA,3,2,2,4,3,1,1,5,5,4,2,1,3,2,4,2,"mild"
"784",1,5,1,34,7,3,NA,1,0,0,1,2,1,1,3,0,"5",1503,1448,1009,1612,1228,1887,1338,7575,1558,50,3,1,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,2,NA,1,NA,5,NA,4,NA,1,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,0,0,1,1,5,1,6,1,1,1,6,5,6,3,4,4,4,4,4,"severe"
"785",1,5,2,54,4,2,NA,1,0,0,2,3,2,3,15,0,"1,4,5",20211,20634,13732,20493,13310,12676,21690,50000,23169,90,5,1,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,5,NA,4,NA,4,NA,2,NA,4,NA,4,NA,4,NA,4,NA,NA,NA,NA,NA,1,NA,NA,4,1,4,2,4,1,5,4,4,2,1,1,1,1,2,1,"severe"
"786",1,5,1,66,1,1,1,NA,0,0,3,3,3,3,0,0,"3,5",5634,26056,3239,12958,5845,70,16620,21338,11268,90,4,NA,1,1,NA,NA,80,NA,5,NA,NA,4,NA,NA,4,NA,NA,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,4,1,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,4,5,4,4,4,4,3,3,3,3,2,2,"bluetooth"
"787",1,5,1,56,5,1,1,NA,0,1,2,4,4,5,0,1,"1,3,4,5",634,4014,1549,4437,141,2535,4014,4577,2676,85,6,NA,1,0,NA,NA,45,NA,3,NA,NA,2,NA,NA,2,NA,NA,NA,4,NA,5,NA,3,NA,5,NA,3,NA,2,NA,2,NA,3,2,0,0,NA,NA,NA,NA,NA,NA,2,4,1,4,2,1,2,5,4,6,4,4,3,3,3,2,"bluetooth"
"788",1,5,1,70,6,2,1,NA,0,0,5,5,5,5,50,0,"1,3,4,5",13732,50000,5282,29718,32324,34366,21690,48099,48099,30,7,1,NA,NA,1,NA,NA,25,NA,5,NA,NA,5,NA,NA,4,NA,4,NA,6,NA,5,NA,6,NA,3,NA,2,NA,1,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,5,3,6,2,6,1,5,7,4,4,1,1,2,2,2,1,"mild"
"789",1,5,2,66,2,2,NA,1,0,0,3,4,2,3,0,0,"5",5141,9366,2676,7676,2254,1620,4085,11268,1901,65,4,1,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,2,NA,NA,3,NA,NA,1,NA,4,NA,6,NA,5,NA,5,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,0,0,0,2,1,1,4,1,1,1,6,7,3,3,4,3,3,4,2,"severe"
"790",1,5,2,63,1,1,1,NA,0,0,2,3,2,3,0,0,"1,2,4,5",2514,8023,2768,10226,3955,2147,7599,21073,6610,70,8,1,NA,NA,1,NA,NA,70,NA,5,NA,NA,5,NA,NA,5,NA,5,NA,4,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,2,NA,NA,1,NA,NA,NA,NA,NA,5,1,5,3,5,1,5,4,4,4,2,2,2,2,1,2,"mild"
"791",1,5,1,55,3,3,NA,1,0,0,2,2,2,2,14,0,"1,4,5",1817,20056,3930,17732,1394,3437,15690,24845,4211,75,5,1,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,1,NA,2,NA,6,NA,5,NA,2,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,0,0,1,2,2,2,4,4,1,1,2,5,5,4,4,3,4,4,3,"severe"
"792",1,5,2,56,5,2,1,NA,0,0,3,3,2,2,15,0,"2,3,4,5",3169,6761,3662,4014,7113,4155,3592,11831,3521,60,5,1,NA,NA,0,NA,NA,20,NA,1,NA,NA,1,NA,NA,1,NA,1,NA,6,NA,1,NA,1,NA,4,NA,1,NA,1,NA,1,NA,1,NA,NA,0,0,0,NA,NA,NA,5,1,4,1,3,1,4,2,6,3,3,4,2,3,4,2,"mild"
"793",1,5,2,57,1,2,1,NA,0,0,3,3,3,4,7,0,"5",6197,5352,2183,24859,7817,8380,16831,40352,18803,92,6,1,NA,NA,1,NA,NA,80,NA,5,NA,NA,6,NA,NA,5,NA,5,NA,5,NA,6,NA,3,NA,2,NA,6,NA,6,NA,5,NA,5,NA,NA,1,NA,NA,NA,NA,NA,4,2,5,2,4,1,5,4,6,4,2,1,1,1,1,1,"mild"
"794",1,5,1,59,2,2,1,NA,0,1,4,5,4,4,0,0,"1,2,3,4,5",1197,3239,3592,17183,3099,2113,25211,50000,20423,95,5,NA,1,1,NA,NA,75,NA,5,NA,NA,6,NA,NA,5,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,1,NA,6,NA,6,NA,6,6,1,NA,NA,NA,NA,NA,NA,NA,6,1,6,1,4,5,6,6,5,6,1,1,1,1,1,1,"bluetooth"
"795",1,5,2,48,5,1,NA,1,0,0,2,3,2,2,0,0,"2,5",0,4014,2254,3732,0,0,986,2254,70,40,5,1,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,2,NA,NA,1,NA,NA,3,NA,2,NA,4,NA,4,NA,1,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,0,0,0,2,1,1,2,4,1,2,4,4,6,3,4,4,3,4,3,"severe"
"796",1,5,2,66,6,3,NA,1,0,0,5,4,5,5,15,0,"1,3,4,5",1958,9352,2662,6324,56,4493,4211,12028,6958,80,5,1,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,1,NA,3,NA,5,NA,3,NA,6,NA,5,NA,4,NA,4,NA,NA,NA,NA,NA,0,1,1,6,1,6,1,6,1,6,7,4,4,1,2,2,2,2,2,"severe"
"797",1,5,1,55,3,2,1,NA,0,0,4,4,3,3,10,0,"1,2,3,4,5",452,4859,4294,20339,226,847,20339,30847,15085,40,5,1,NA,NA,1,NA,NA,35,NA,4,NA,NA,3,NA,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,3,NA,4,NA,2,NA,NA,1,NA,NA,NA,NA,NA,2,4,2,5,4,1,2,4,6,6,3,2,2,2,2,2,"mild"
"798",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mild"
"799",1,5,1,70,3,1,1,NA,0,0,5,3,4,3,41,0,"3,5",4648,15493,4225,20915,9155,9789,21972,28592,17887,85,5,NA,2,0,NA,NA,50,NA,3,NA,NA,3,NA,NA,3,NA,NA,NA,3,NA,3,NA,4,NA,5,NA,3,NA,3,NA,3,NA,3,3,0,0,NA,NA,NA,NA,NA,NA,4,3,4,4,4,5,4,6,5,7,2,3,2,3,3,1,"bluetooth"
"800",1,5,2,62,6,2,NA,1,0,1,4,4,4,4,0,0,"1,2,3,4,5",6881,17514,2786,11714,9920,4952,7000,17833,11833,80,5,1,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,3,NA,NA,5,NA,NA,3,NA,5,NA,3,NA,2,NA,5,NA,4,NA,4,NA,3,NA,NA,NA,NA,NA,1,NA,NA,4,3,4,4,5,1,4,6,5,4,1,2,2,2,1,2,"severe"
"801",1,5,2,58,2,5,NA,1,0,1,3,3,2,3,21,0,"1,5,6",2254,6479,4296,24225,845,352,20634,33592,15634,90,7,1,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,3,NA,NA,4,NA,NA,1,NA,5,NA,2,NA,1,NA,6,NA,5,NA,5,NA,1,NA,NA,NA,NA,NA,1,NA,NA,6,1,6,1,5,1,5,3,6,5,2,1,4,1,1,1,"severe"
"802",1,5,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"severe"
"803",1,5,1,65,2,3,1,NA,0,0,4,4,3,3,0,0,"1,4,5",282,3521,3521,6056,493,211,8732,14648,4789,75,7,NA,1,0,NA,NA,60,NA,2,NA,NA,1,NA,NA,3,NA,NA,NA,3,NA,5,NA,4,NA,5,NA,4,NA,3,NA,2,NA,3,1,0,0,NA,NA,NA,NA,NA,NA,6,1,5,2,4,1,6,6,5,7,2,2,1,3,3,1,"bluetooth"
"804",1,5,2,60,3,2,1,NA,0,0,2,3,2,2,2,0,"4,5",7042,9789,3310,10141,4789,4085,6479,13873,5845,45,5,1,NA,NA,1,NA,NA,33,NA,4,NA,NA,4,NA,NA,4,NA,4,NA,4,NA,3,NA,4,NA,3,NA,3,NA,3,NA,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,3,3,3,3,2,1,2,4,4,4,2,2,1,3,4,3,"mild"
"805",1,5,2,59,2,2,1,NA,0,0,5,4,4,5,40,0,"3,4,5",8592,27394,12113,26197,29085,28380,30070,33169,29155,75,5,1,NA,NA,1,NA,NA,60,NA,5,NA,NA,5,NA,NA,5,NA,5,NA,4,NA,5,NA,6,NA,3,NA,5,NA,5,NA,5,NA,4,NA,NA,1,NA,NA,NA,NA,NA,5,1,5,2,4,1,5,4,5,4,1,1,2,1,1,1,"mild"
"806",1,5,1,64,4,2,1,NA,0,0,5,5,5,5,0,0,"1",2817,14577,6056,11761,2394,4155,12394,22535,17465,95,5,NA,2,0,NA,NA,5,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,2,NA,6,NA,5,NA,6,NA,2,NA,2,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,3,4,2,4,2,4,4,6,7,2,1,1,1,1,1,1,"bluetooth"
"807",1,5,1,55,1,5,NA,1,0,1,4,3,3,3,0,0,"1,4,5",3521,5986,3648,20704,5986,5423,18099,26972,9577,95,5,1,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,3,NA,NA,5,NA,NA,4,NA,6,NA,6,NA,2,NA,6,NA,5,NA,6,NA,1,NA,NA,NA,NA,NA,1,NA,NA,5,1,4,2,3,1,4,4,5,6,2,1,2,1,1,2,"severe"
"808",1,5,2,60,2,1,1,NA,0,0,4,4,4,4,0,0,"4,5",7288,12288,2458,31271,8136,5593,23814,50000,12034,54,3,1,NA,NA,1,NA,NA,30,NA,5,NA,NA,2,NA,NA,2,NA,2,NA,3,NA,4,NA,4,NA,3,NA,5,NA,5,NA,3,NA,3,NA,NA,1,NA,NA,NA,NA,NA,5,2,5,4,2,7,3,3,3,1,4,4,4,4,4,4,"mild"
"809",1,5,2,58,2,2,1,NA,0,0,2,4,5,5,0,0,"1,3,4,5",7324,5352,4577,27113,2535,2958,21479,39155,15563,70,5,NA,1,1,NA,NA,50,NA,5,NA,NA,6,NA,NA,5,NA,NA,NA,5,NA,6,NA,5,NA,5,NA,2,NA,5,NA,5,NA,5,5,1,NA,NA,NA,NA,NA,NA,NA,6,1,5,2,5,1,5,5,4,3,2,3,3,3,4,2,"bluetooth"
"810",1,5,1,64,2,2,1,NA,0,1,5,4,4,3,14,0,"1,2,3,4,5",9296,20000,30493,24366,14296,14366,36056,50000,22746,75,5,NA,1,1,NA,NA,35,NA,5,NA,NA,5,NA,NA,5,NA,NA,NA,6,NA,4,NA,6,NA,2,NA,1,NA,6,NA,6,NA,6,5,1,NA,NA,NA,NA,NA,NA,NA,6,1,5,1,6,1,5,6,5,5,1,1,2,2,4,1,"bluetooth"
"811",1,5,1,57,6,1,NA,1,0,1,5,4,3,4,30,0,"3,5",4577,6127,2042,22535,70,282,19507,35493,14014,1,8,1,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,3,NA,5,NA,5,NA,1,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,4,3,5,4,5,6,5,7,6,6,2,2,2,2,2,2,"severe"
"812",1,5,1,63,1,3,1,NA,0,0,3,4,2,2,0,0,"1,3,4,5",3873,5141,4225,6761,3310,5704,6338,7817,4296,65,5,NA,1,0,NA,NA,40,NA,2,NA,NA,2,NA,NA,3,NA,NA,NA,2,NA,5,NA,2,NA,4,NA,3,NA,1,NA,1,NA,3,1,0,0,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,1,6,4,6,4,4,4,4,4,4,"bluetooth"
"813",1,5,2,56,5,2,NA,1,0,1,5,5,5,5,0,0,"5",9577,16338,6972,16127,11408,7887,12183,15775,6690,80,5,1,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,2,NA,NA,4,NA,NA,1,NA,1,NA,6,NA,5,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,5,1,5,2,1,1,4,5,7,4,4,3,4,2,4,"severe"
"814",1,5,1,59,6,2,1,NA,0,0,3,3,3,3,0,1,"5",2535,5704,2817,4859,1901,3310,5704,11338,2746,12,5,NA,1,1,NA,NA,30,NA,1,NA,NA,3,NA,NA,5,NA,NA,NA,3,NA,4,NA,6,NA,4,NA,1,NA,1,NA,6,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,6,1,6,4,1,1,3,7,7,7,3,4,2,4,1,1,"bluetooth"
"815",1,5,1,56,5,5,NA,1,0,0,2,4,3,3,21,0,"1,2,3,4,5",4648,4085,4155,18592,1197,1831,15634,27535,2183,80,5,2,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,3,NA,4,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,1,NA,NA,5,3,3,3,4,5,4,4,4,4,2,2,2,2,2,2,"severe"
"816",1,5,1,67,7,5,1,NA,0,0,5,4,5,4,2,0,"1,2,3,4,5",4789,27113,4225,26338,14014,9225,28310,32958,17606,65,4,1,NA,NA,1,NA,NA,75,NA,4,NA,NA,5,NA,NA,4,NA,5,NA,5,NA,3,NA,4,NA,2,NA,2,NA,4,NA,5,NA,2,NA,NA,1,NA,NA,NA,NA,NA,6,1,5,4,5,1,5,5,7,5,2,2,1,2,2,1,"mild"
"817",1,5,2,55,5,5,1,NA,0,0,3,2,4,3,20,1,"5",24493,14845,38789,32944,28789,21817,32169,37028,39915,20,5,4,NA,NA,0,NA,NA,30,NA,4,NA,NA,2,NA,NA,4,NA,5,NA,3,NA,3,NA,4,NA,6,NA,2,NA,5,NA,4,NA,3,NA,NA,0,1,0,NA,NA,NA,4,2,3,5,2,4,6,4,5,6,2,4,2,4,3,2,"mild"
"818",1,5,1,58,1,3,1,NA,0,0,3,3,2,3,0,0,"1,2,3,5",2535,6408,4085,14225,1338,3099,12394,19859,8028,80,4,NA,1,0,NA,NA,35,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,3,NA,4,NA,4,NA,6,NA,2,NA,3,NA,2,NA,4,2,0,0,NA,NA,NA,NA,NA,NA,6,2,5,2,4,1,5,5,2,5,3,3,4,3,2,2,"bluetooth"
"819",1,5,2,57,3,2,1,NA,0,0,2,3,3,3,0,0,"5",4577,14718,3239,18239,7746,7535,16690,20986,17606,60,5,1,NA,NA,0,NA,NA,40,NA,2,NA,NA,2,NA,NA,2,NA,2,NA,6,NA,3,NA,4,NA,4,NA,2,NA,2,NA,2,NA,2,NA,NA,0,0,0,NA,NA,NA,4,3,4,5,2,1,4,4,4,2,2,4,3,4,4,4,"mild"
"820",1,5,1,68,3,5,NA,1,0,0,1,2,1,1,0,0,"1,4",915,4789,4225,23099,634,845,20493,40704,15704,30,4,2,NA,NA,NA,0,NA,NA,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,4,NA,2,NA,4,NA,3,NA,3,NA,2,NA,3,NA,3,NA,NA,NA,NA,NA,0,0,1,5,2,3,2,2,1,3,6,2,2,3,3,3,3,1,1,"severe"
"821",1,5,2,63,3,2,1,NA,0,0,5,4,4,4,14,0,"5",1338,19789,2817,9296,5634,5775,10211,22676,4507,70,5,1,NA,NA,1,NA,NA,50,NA,4,NA,NA,3,NA,NA,3,NA,2,NA,5,NA,5,NA,4,NA,2,NA,4,NA,3,NA,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,3,3,2,4,1,1,1,4,4,5,2,2,3,3,2,2,"mild"
"822",1,5,2,58,1,2,1,NA,0,0,5,4,4,4,10,0,"1,5",4369,9083,3720,10943,5017,2465,11580,15355,4758,75,4,NA,1,1,NA,NA,65,NA,5,NA,NA,5,NA,NA,4,NA,NA,NA,5,NA,3,NA,5,NA,4,NA,2,NA,5,NA,6,NA,5,3,1,NA,NA,NA,NA,NA,NA,NA,4,2,5,5,3,1,4,4,6,6,2,2,3,2,2,3,"bluetooth"
"823",1,5,2,58,3,2,NA,1,0,0,5,5,5,5,31,0,"1,2,3,4,5",10423,50000,50000,50000,6972,15845,50000,50000,50000,40,4,1,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,1,NA,1,NA,6,NA,6,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,0,0,0,1,5,1,6,1,1,1,1,7,7,4,4,4,4,4,4,"severe"
"824",1,5,1,63,2,2,1,NA,0,0,4,4,3,3,17,0,"1,5",5352,20423,2254,13521,1127,1408,13239,20423,8028,70,6,NA,1,1,NA,NA,55,NA,2,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,4,NA,2,NA,2,NA,3,NA,3,NA,4,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,6,1,6,1,5,1,6,5,6,4,3,1,3,1,1,1,"bluetooth"
"825",1,5,2,61,1,1,1,NA,0,0,4,3,4,4,0,0,"1,3,4,5",1338,4366,3944,20141,3592,5000,20000,34014,13803,80,4,NA,1,1,NA,NA,60,NA,3,NA,NA,3,NA,NA,5,NA,NA,NA,5,NA,6,NA,5,NA,3,NA,2,NA,3,NA,5,NA,5,2,1,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,4,2,5,2,4,3,3,2,2,3,1,2,"bluetooth"
"826",1,5,2,62,5,2,1,NA,0,0,4,4,4,4,0,0,"1,2,4,5",2606,20704,4014,11549,4296,11901,13169,18521,9014,80,5,1,NA,NA,1,NA,NA,50,NA,5,NA,NA,4,NA,NA,5,NA,5,NA,4,NA,3,NA,5,NA,2,NA,5,NA,5,NA,5,NA,5,NA,NA,1,NA,NA,NA,NA,NA,4,2,5,2,5,1,5,2,2,2,3,1,2,2,1,2,"mild"
"827",1,5,2,85,2,3,NA,1,0,0,3,5,4,4,1,0,"5",1972,2465,4014,16338,563,3380,19930,29718,13873,100,5,1,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,6,NA,NA,6,NA,NA,1,NA,6,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,1,NA,NA,6,5,6,6,6,6,5,6,6,5,1,1,1,1,1,1,"severe"
"828",1,5,2,61,4,1,NA,1,0,0,3,3,2,2,0,0,"1,2,3,5",311,8799,4079,19607,1180,4548,13202,25776,10069,80,4,1,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,2,NA,2,NA,5,NA,6,NA,3,NA,1,NA,4,NA,1,NA,NA,NA,NA,NA,1,NA,NA,6,1,6,1,5,2,6,6,7,5,2,2,4,4,2,2,"severe"
"829",1,5,2,62,1,3,1,NA,0,0,5,5,1,5,50,0,"5",2254,3873,211,1901,2465,1972,2254,2324,563,88,8,NA,1,0,NA,NA,50,NA,1,NA,NA,2,NA,NA,2,NA,NA,NA,5,NA,5,NA,1,NA,6,NA,6,NA,1,NA,1,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,6,1,6,1,1,7,6,7,4,7,4,4,4,4,4,4,"bluetooth"
"830",1,5,2,64,1,2,NA,1,0,0,3,3,1,1,30,1,"2,4,5",19014,30493,18662,39507,17535,27606,32042,49789,21408,85,5,1,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,2,NA,6,NA,5,NA,1,NA,2,NA,4,NA,1,NA,NA,NA,NA,NA,0,0,1,6,1,6,2,5,1,5,4,7,5,1,4,2,4,4,4,"severe"
"831",1,5,1,68,4,5,1,NA,0,0,2,2,1,1,2,0,"4",4789,12254,3521,7887,1831,2958,8099,10493,10775,80,3,1,NA,NA,0,NA,NA,50,NA,2,NA,NA,2,NA,NA,2,NA,2,NA,4,NA,2,NA,2,NA,2,NA,2,NA,2,NA,3,NA,2,NA,NA,0,0,0,NA,NA,NA,2,2,2,2,2,2,2,3,5,6,3,3,2,3,4,4,"mild"
"832",1,5,1,55,4,2,1,NA,0,0,3,4,3,3,0,0,"1,3,4,5",986,4648,4507,13592,1408,1690,13521,16972,10141,95,5,1,NA,NA,0,NA,NA,30,NA,2,NA,NA,3,NA,NA,2,NA,4,NA,4,NA,4,NA,5,NA,3,NA,4,NA,3,NA,4,NA,2,NA,NA,0,0,0,NA,NA,NA,3,2,4,2,4,1,1,4,7,5,2,3,3,3,2,3,"mild"
"833",1,5,3,57,5,2,0,NA,0,0,3,3,3,5,31,0,"4",29857,29667,32000,30000,30286,29786,30048,30286,29929,70,2,4,NA,NA,0,NA,NA,60,NA,6,NA,NA,6,NA,NA,6,NA,6,NA,1,NA,6,NA,6,NA,6,NA,5,NA,5,NA,4,NA,5,NA,NA,0,0,0,NA,NA,NA,5,4,5,5,5,6,5,5,5,5,4,4,4,4,4,4,"mild"
"834",1,5,2,57,1,2,1,NA,0,0,4,4,2,2,50,1,"3,5",21056,20563,20915,40775,40704,15000,23592,47183,16690,90,4,NA,1,0,NA,NA,60,NA,3,NA,NA,2,NA,NA,2,NA,NA,NA,2,NA,3,NA,3,NA,5,NA,5,NA,3,NA,4,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,4,3,5,2,3,2,2,6,4,7,4,4,4,4,4,4,"bluetooth"
"835",1,5,1,63,5,5,1,NA,0,0,2,3,2,2,0,0,"1,4,5",1095,3906,2413,12052,1573,1906,10605,25392,5939,95,4,NA,1,1,NA,NA,70,NA,5,NA,NA,5,NA,NA,5,NA,NA,NA,6,NA,4,NA,6,NA,3,NA,2,NA,6,NA,6,NA,5,3,1,NA,NA,NA,NA,NA,NA,NA,5,1,4,2,5,2,5,5,6,6,1,1,1,1,2,1,"bluetooth"
"836",1,5,1,61,3,2,1,NA,0,0,3,3,3,3,0,0,"1,3,4,5",6127,8310,4296,15211,2183,3099,14014,19648,8380,85,5,NA,1,1,NA,NA,80,NA,4,NA,NA,5,NA,NA,5,NA,NA,NA,5,NA,4,NA,4,NA,3,NA,2,NA,5,NA,5,NA,4,4,1,NA,NA,NA,NA,NA,NA,NA,5,1,4,2,2,4,2,6,5,7,3,2,2,2,1,2,"bluetooth"
"837",1,5,2,56,2,3,1,NA,0,0,5,5,5,4,50,1,"1,3,4,5",352,50000,4366,20000,775,2887,26408,50000,20000,55,8,1,NA,NA,1,NA,NA,45,NA,3,NA,NA,3,NA,NA,3,NA,4,NA,5,NA,4,NA,4,NA,2,NA,4,NA,3,NA,5,NA,3,NA,NA,1,NA,NA,NA,NA,NA,6,1,2,2,3,1,3,4,4,4,1,2,2,2,2,1,"mild"
"838",1,5,1,60,1,5,NA,1,0,0,4,3,2,4,26,0,"1,2,3,5",9577,41690,10352,25845,2887,7042,19507,32183,25211,85,7,1,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,3,NA,NA,3,NA,NA,2,NA,1,NA,6,NA,5,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,0,0,1,4,3,4,2,5,1,4,6,3,7,3,4,3,4,4,4,"severe"
