"","Finished","consent","gender","age","residence","education","smartphoneuse","COVID_pos","COVID_pos_others","COVID_probability_1","COVID_pers_harm","COVID_sev_general","COVID_pers_concern","COVID_concern4others","COVID_lost_job","COVID_info_source_1","COVID_info_source_2","COVID_info_source_3","COVID_info_source_4","COVID_info_source_5","COVID_info_source_6","COVID_info_source_7","COVID_info_trust_1","COVID_info_trust_2","COVID_info_trust_3","COVID_info_trust_4","COVID_info_trust_5","COVID_info_trust_6","Gov_understand","Gov_helpful","COVID_fatalaties_1","COVID_fatalaties_2","COVID_fatalaties_3","COVID_fatalaties_4","COVID_fatalaties_5","COVID_fatalaties_7","COVID_fatalaties_8","COVID_fatalaties_9","COVID_fatalaties_10","COVID_govresponse_1","COVID_govresponse_2","COVID_govresponse_3","COVID_govresponse_4","COVID_govresponse_5","COVID_govresponse_6","COVID_govresponse_7","COVID_govresponse_8","COVID_govresponse_9","COVID_comply_percent","COVID_comply_pers","RKI_technology","RKI_data_access","attention_check","RKI_download","RKI_download_time","RKI_left_installed","RKI_deinstalled","RKI_blutooth","RKI_upload","RKI_reasons","RKI_friends_family","RKI_future_download","RKI_reasons_not_down","RKI_prevalence_app_1","RKI_mandatory","reduce_lik_bt","return_activ_past","return_activ_fut","reduce_spread_past","reduce_spread_fut","ability_bt","decline_part_bt","proportionality_bt","sensitivity_bt","risk_of_harm_bt","trust_intentions_bt","trust_respectpriv_bt","data_security_bt","ongoing_control","acc_general_1","acc_general_2","acc_general_3","acc_general_4","acc_general_5","acc_general_6","wv_freemarket_best","wv_freemarket_lim","wv_lim_gov","sci_betterlives","sci_nextgenopp","Conspir_1","Conspir_2","Conspir_3","Conspir_4_REV","Conspir_5","Conspir_covid"
"1715",1,5,1,59,4,3,1,0,0,20,4,4,3,2,0,2,NA,3,1,4,3,1,2,2,2,2,2,1,1,1,77746,114930,92113,112676,80000,116338,89296,83662,102535,3,3,4,3,3,3,3,5,3,75,3,4,"1",1,2,NA,NA,"",NA,NA,"",NA,0,"2",40,0,2,2,2,2,2,2,4,2,5,5,2,2,2,2,3,3,4,3,3,4,6,6,6,5,6,4,5,5,4,4,4
"1716",1,5,1,61,2,2,1,0,0,50,5,4,4,4,0,5,1,2,5,5,5,1,4,1,2,5,5,5,4,5,5634,72394,9577,25915,8169,4225,27606,193239,20563,2,2,1,3,2,2,3,5,4,80,5,1,"1,2",1,1,2,1,"",1,1,"3,4",1,NA,"",71,1,4,5,5,4,5,4,6,5,4,2,5,5,5,2,4,2,1,1,1,1,2,6,4,6,6,4,4,4,7,2,7
"1717",1,5,2,50,3,2,1,0,0,51,3,3,3,4,0,3,2,3,1,5,5,1,5,2,4,4,5,5,5,5,2761,19662,3042,6423,2761,1915,3324,8113,3324,1,5,1,5,2,1,2,5,3,80,5,1,"5",1,2,NA,NA,"",NA,NA,"",NA,0,"1,4,9",29,0,2,1,1,1,1,4,6,2,4,1,2,2,1,2,3,3,3,4,2,2,4,4,2,4,5,6,5,6,2,2,1
"1718",1,5,1,46,6,2,1,0,0,14,3,3,4,4,0,3,2,2,2,3,3,2,3,2,3,3,3,4,4,4,3164,26842,6780,29153,16271,8681,27119,104181,33304,2,3,2,4,3,2,4,5,4,40,5,1,"1,2",1,2,NA,NA,"",NA,NA,"",NA,1,"",44,0,3,1,3,2,3,4,5,3,3,2,3,3,3,2,3,2,3,3,3,3,4,5,5,6,5,5,5,5,6,5,2
"1719",1,5,2,52,1,5,1,0,0,50,4,3,4,4,0,4,2,2,3,4,4,4,4,1,2,4,4,4,4,4,19355,76774,9032,66452,5161,645,72258,112903,58065,2,3,2,4,2,2,3,4,4,65,7,2,"1",1,1,1,NA,"",NA,NA,"2,3,4,5",1,NA,"",25,1,3,3,4,3,4,4,4,5,4,2,5,5,5,6,2,2,1,2,2,2,6,6,5,6,6,2,3,3,7,1,1
"1720",1,5,2,55,1,2,1,0,0,50,3,4,3,4,0,1,3,1,3,4,2,1,1,3,1,4,4,3,3,3,41644,192282,9836,191511,30858,52476,178064,200000,165878,3,3,2,4,3,3,4,4,4,75,4,4,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"4",40,0,2,1,2,2,2,3,4,3,4,2,3,3,3,3,3,2,3,3,2,3,2,6,4,4,5,5,6,6,3,4,4
"1721",1,5,1,52,1,3,1,0,0,61,3,3,3,4,0,2,1,3,3,3,2,1,3,1,3,3,3,3,4,4,50986,152394,12113,53521,45352,7324,52394,75775,53239,4,5,2,4,4,1,4,5,3,90,5,1,"1",1,1,2,1,"",1,1,"2",1,NA,"",40,1,4,3,4,5,5,4,4,5,4,2,5,4,3,4,3,2,2,3,2,3,3,5,6,6,5,1,1,3,7,3,1
"1722",1,5,1,48,5,3,1,0,0,20,2,3,3,3,0,3,1,1,2,2,3,1,4,1,1,4,4,4,4,4,6258,8232,3155,22619,5411,4565,37287,154071,52802,3,2,2,4,3,3,4,5,4,80,5,1,"8",1,1,1,1,"",1,1,"3,4,5",1,NA,"",25,0,4,1,3,3,4,6,6,6,1,1,6,6,6,6,4,2,2,2,3,2,4,5,3,6,7,4,4,4,7,2,1
"1723",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1724",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725",1,5,1,53,5,1,1,0,0,0,2,4,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,10208,17128,1464,9782,11592,12976,12630,33391,12457,3,3,1,3,3,3,3,4,3,30,5,1,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"4",11,0,1,1,1,3,3,4,6,1,1,1,1,1,2,1,1,2,4,2,4,1,4,5,6,5,5,6,5,3,6,6,1
"1726",1,5,2,63,5,3,0,0,0,49,5,4,3,5,0,1,1,4,5,5,5,1,4,1,4,5,5,5,5,4,44789,122254,14366,57465,56901,55775,82254,200000,72394,3,4,2,3,5,5,4,5,5,40,6,4,"1,4,2,5,7",1,2,NA,NA,"",NA,NA,"",NA,0,"1,5,6,7,9",10,0,1,1,1,1,1,1,5,1,6,6,1,1,1,1,4,4,4,4,4,4,4,7,7,4,5,5,5,5,4,7,2
"1727",1,5,1,57,1,3,1,0,0,1,2,1,2,3,0,1,4,2,1,1,1,1,2,3,4,1,1,1,2,2,904,200000,9492,33898,34350,15819,110960,180113,49718,3,NA,3,5,3,2,3,4,4,50,4,1,"1,4,2",1,1,3,0,"3",NA,NA,"3",1,NA,"",50,0,2,1,1,1,1,4,5,1,3,1,2,2,2,1,3,3,4,4,3,4,7,5,7,6,6,3,3,3,2,2,4
"1728",1,5,1,56,6,5,1,0,0,50,5,5,5,5,0,1,1,1,1,3,1,1,2,2,2,2,2,2,5,5,22254,200000,21972,95775,21127,37465,63380,142817,143380,3,4,3,3,3,3,3,3,3,65,5,4,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"2",29,0,5,5,5,5,5,5,6,4,5,3,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,2,2,2,6,1,7
"1729",1,5,2,48,1,2,1,0,1,50,5,3,3,5,0,2,2,2,1,2,3,1,2,4,3,2,2,5,4,4,452,4520,9266,35254,0,0,30734,185311,41130,2,2,2,4,2,2,4,5,4,50,5,1,"6",2,1,2,1,"",1,1,"2,3,4,5",1,NA,"",17,0,3,1,1,2,3,5,4,4,3,2,4,4,5,3,4,4,4,4,3,4,4,4,4,2,6,4,4,4,4,4,4
"1730",1,5,1,60,3,2,1,0,0,31,3,4,3,3,0,3,1,2,3,3,1,1,4,2,2,4,4,2,3,3,70416,156613,2810,44500,65627,62528,95768,148163,151261,3,4,3,5,5,5,5,5,5,80,4,1,"4",1,2,NA,NA,"",NA,NA,"",NA,1,"",63,0,4,4,4,5,5,5,5,1,5,4,1,1,2,2,3,3,3,3,3,3,3,6,6,6,6,6,6,6,5,5,5
"1731",1,5,1,63,3,2,1,0,0,19,5,3,5,5,0,5,2,5,5,5,5,5,4,1,5,5,5,5,5,5,47042,21408,10423,32394,8169,5915,56338,186479,67042,2,3,1,4,2,2,3,5,5,30,4,1,"1",1,2,NA,NA,"",NA,NA,"",NA,1,"",59,1,5,5,5,4,4,4,6,5,4,1,5,5,5,4,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,1,1
"1732",1,5,2,57,2,3,1,0,0,79,5,4,5,5,0,3,1,5,4,4,4,3,3,1,3,3,3,3,5,5,22318,72837,34429,145848,34602,27509,60035,200000,100000,1,2,2,3,3,3,3,5,4,65,7,1,"2,5",1,1,3,1,"",2,1,"2,3",0,NA,"",41,1,3,4,4,2,2,5,6,5,4,2,5,5,6,6,3,3,3,4,1,2,4,5,4,4,4,6,5,5,5,5,4
"1733",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734",1,5,2,47,3,3,1,0,0,30,2,4,3,3,0,1,1,1,1,2,1,1,2,1,1,1,3,1,4,4,38028,57465,9296,40845,58310,46197,98592,142817,98310,4,4,2,4,4,4,4,4,5,90,5,1,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"8",31,0,4,1,1,2,1,2,6,2,3,3,3,3,5,4,2,3,2,2,3,3,5,5,4,3,3,3,4,4,5,2,1
"1735",1,5,1,59,5,2,1,0,1,50,4,4,2,2,0,2,2,3,3,3,3,2,3,3,3,4,4,3,3,3,1406,20280,2251,4787,1970,1971,4223,15773,2815,2,4,2,3,3,3,3,4,3,70,4,3,"1,2,5,7",1,2,NA,NA,"",NA,NA,"",NA,0,"4,9",50,0,3,1,3,3,3,4,4,3,4,4,4,4,4,4,3,3,4,3,2,2,6,6,5,6,6,7,6,6,4,6,6
"1736",1,5,1,61,5,2,1,0,0,50,5,4,4,3,0,3,1,2,3,4,5,1,4,1,2,4,4,5,5,5,5822,7230,9765,22160,3005,3568,18498,128920,12019,4,5,1,4,3,2,5,5,4,80,5,1,"2,5",1,1,2,1,"",2,1,"2,3",0,NA,"",35,1,4,3,4,3,3,6,6,6,1,1,6,6,6,2,2,1,1,4,3,2,4,4,NA,6,6,4,5,5,7,2,1
"1737",1,5,1,55,1,5,1,0,1,30,4,3,3,3,0,4,1,2,3,4,3,1,4,2,2,4,4,4,3,4,12394,90423,9014,52394,9859,7606,43944,157183,37465,3,2,2,3,2,2,3,4,4,80,5,1,"1",1,1,2,1,"",1,1,"2,3,5",1,NA,"",26,0,3,2,3,2,3,4,6,5,5,2,6,5,5,5,3,2,3,3,3,2,2,4,5,4,5,2,2,3,6,1,1
"1738",1,5,1,58,1,1,1,0,0,0,4,4,2,2,1,4,2,3,5,5,5,2,4,3,4,5,5,5,5,5,22817,98028,34085,113803,98310,81408,104507,162254,80000,3,4,1,4,3,3,3,5,5,80,5,1,"2",1,2,NA,NA,"",NA,NA,"",NA,0,"1,4,5",30,0,1,1,1,1,1,5,6,5,3,1,5,5,4,4,3,2,4,4,4,3,6,5,7,7,7,1,2,1,7,2,1
"1739",1,5,2,64,4,3,1,0,0,19,4,3,4,4,1,2,1,2,2,5,3,1,3,1,3,4,5,4,5,3,53633,152941,75952,156747,54498,79585,161073,200000,158131,3,2,3,3,3,3,2,5,5,70,5,1,"1,2,5",1,2,NA,NA,"",NA,NA,"",NA,1,"",14,0,3,2,4,2,3,4,4,5,2,1,5,5,5,3,4,2,3,3,1,3,6,7,5,5,6,5,4,5,7,4,1
"1740",1,5,2,52,2,1,1,0,0,10,4,3,4,4,0,1,1,1,1,1,2,2,2,1,2,1,1,3,3,3,25118,50223,25118,50224,50224,50225,50224,75047,50224,3,3,2,3,3,3,3,3,3,50,4,4,"8",4,2,NA,NA,"",NA,NA,"",NA,0,"1,3,4,5,8,9",10,0,3,3,3,3,3,3,4,1,1,5,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"1741",1,5,2,60,2,2,1,0,0,51,5,4,3,4,0,1,1,2,3,5,5,1,2,1,2,4,5,5,5,5,47042,72958,21408,69014,71268,68169,52113,76901,74648,3,3,2,3,4,4,4,5,3,70,5,1,"1",1,1,1,1,"",2,1,"2,3,4,5",0,NA,"",43,1,4,3,4,2,3,3,6,6,2,1,5,5,6,4,2,1,3,2,1,1,4,3,4,4,5,4,4,2,5,5,2
"1742",1,5,2,51,3,2,1,0,0,82,1,1,1,1,0,2,4,3,2,2,2,2,2,4,3,2,2,2,1,1,1048,88762,9619,34190,190,476,28190,184762,41048,3,4,4,4,3,3,3,3,4,85,5,1,"2",1,2,NA,NA,"",NA,NA,"",NA,0,"1,2,6,9",40,0,2,1,1,2,2,5,5,1,6,5,1,1,3,3,4,4,4,4,4,4,4,4,7,5,5,4,4,4,4,4,4
"1743",1,5,1,45,2,1,1,0,0,93,5,5,5,5,0,1,2,1,3,4,4,3,1,2,1,3,4,3,1,1,18305,154290,81378,159486,176197,168574,175318,187380,150077,5,4,3,5,5,5,3,3,3,20,5,4,"2",2,2,NA,NA,"",NA,NA,"",NA,0,"1,9",48,0,1,1,1,1,1,1,6,1,1,2,1,1,2,2,3,3,3,4,4,4,5,5,7,4,4,4,5,5,5,7,4
"1744",1,5,2,50,1,3,1,0,1,30,4,3,2,3,0,4,3,3,4,4,4,3,4,3,4,4,4,4,3,4,53607,148410,41929,116054,109559,115577,122440,177250,150436,3,4,2,3,4,4,3,4,4,50,5,2,"2",2,2,NA,NA,"",NA,NA,"",NA,0,"1,4,9",39,0,2,1,3,3,2,5,5,1,3,2,2,2,2,3,2,3,2,3,3,2,3,4,5,6,5,3,3,5,2,3,5
"1745",1,5,2,57,3,3,1,0,0,10,4,3,2,2,0,4,1,2,3,3,1,1,4,1,1,4,3,4,2,4,7324,15211,10141,15493,10423,12113,24225,45915,21408,3,2,2,3,2,2,2,5,4,90,5,1,"1,5",1,1,2,1,"",1,1,"2,3",1,NA,"",16,0,3,2,3,1,2,3,5,5,4,1,5,5,5,5,2,4,2,4,2,2,6,5,5,6,5,2,2,2,7,4,4
"1746",1,5,1,63,2,2,1,0,0,20,3,3,2,2,0,1,1,1,1,1,2,1,3,3,4,3,4,5,5,4,72394,101408,9014,50141,82817,56338,86761,138592,58028,3,3,1,4,3,3,4,5,4,50,3,2,"2",1,2,NA,NA,"",NA,NA,"",NA,0,"5",28,0,2,1,2,2,2,6,4,4,4,2,3,4,5,4,1,2,2,3,4,2,4,5,3,4,5,1,1,3,7,5,4
"1747",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748",0,5,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1749",1,5,1,58,2,2,1,0,1,40,4,3,3,3,0,3,1,4,3,3,4,2,4,3,5,4,4,4,4,4,20563,17465,9859,36056,282,1127,49296,171268,45070,3,4,1,4,1,1,4,5,5,65,5,1,"5",1,1,1,1,"",1,1,"2,3,4",1,NA,"",26,1,3,2,3,2,2,4,5,5,4,1,5,5,5,5,2,1,2,2,2,2,6,5,4,5,4,5,5,4,4,5,4
"1750",1,5,2,47,5,3,1,0,1,50,4,3,3,3,0,3,1,2,4,4,5,2,3,2,3,4,4,5,4,4,23662,97183,74084,149859,45352,45634,149296,200000,107606,3,3,3,4,3,3,4,5,4,50,8,2,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"1,4,9",19,0,2,1,2,1,1,2,6,2,6,2,3,2,2,2,4,4,4,4,4,4,4,4,6,6,6,1,2,3,6,3,1
"1751",0,5,2,19,2,2,1,0,1,5,4,5,5,5,0,2,4,3,1,3,2,2,3,4,4,1,3,3,2,4,40645,127742,45806,107742,21290,3871,49032,162581,73548,3,3,3,3,3,3,3,3,3,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752",0,5,3,18,7,4,0,0,0,67,5,4,5,5,0,2,1,2,2,5,4,4,1,5,4,4,3,2,3,3,4516,82581,151613,124516,200000,143871,156774,92903,83226,3,4,5,2,3,3,1,5,4,6,6,4,"2",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1753",0,5,2,24,2,1,1,0,1,12,1,2,1,1,0,2,1,1,1,2,1,1,1,1,1,1,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754",0,5,2,19,2,3,1,0,0,0,1,2,1,2,1,3,3,1,1,1,2,1,3,2,1,1,1,3,4,3,105806,200000,119355,165161,162581,177419,138065,127097,94839,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,7,4,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1755",0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1756",0,5,2,20,6,4,1,1,0,NA,NA,2,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1757",0,5,2,70,6,5,1,0,0,11,4,3,2,2,0,5,NA,NA,NA,5,NA,NA,4,3,3,3,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1758",0,5,1,73,4,1,1,0,0,20,2,3,4,4,0,3,1,3,1,3,4,1,3,1,4,3,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1759",0,5,1,19,7,3,1,0,1,9,2,4,2,2,0,2,1,3,3,3,3,1,2,2,2,3,3,4,4,3,4011,18911,573,1146,1719,573,573,13181,2865,3,4,3,4,4,4,4,5,3,50,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1760",0,5,1,18,5,2,1,1,0,NA,NA,3,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761",1,5,2,48,3,2,1,0,1,50,1,3,1,4,0,2,2,1,2,2,3,1,1,1,2,1,1,2,1,2,51299,200000,60452,136949,200000,200000,121582,200000,76384,4,1,4,2,5,5,4,5,5,10,6,4,"6",1,2,NA,NA,"",NA,NA,"",NA,0,"1,2,4,5,6,9",29,0,1,1,1,1,1,2,6,1,1,2,1,1,1,2,4,4,4,4,4,3,4,4,5,4,6,7,7,6,7,4,5
"1762",0,5,1,18,2,4,1,0,1,36,2,4,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763",0,5,2,18,1,1,1,0,0,0,1,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764",0,5,1,68,3,1,1,0,0,6,2,1,1,1,0,1,1,4,1,1,1,1,1,1,4,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765",0,5,2,19,2,1,1,0,0,15,1,3,1,2,0,1,1,1,1,NA,NA,NA,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766",0,5,1,67,4,2,1,0,0,8,4,4,4,4,0,4,4,3,3,3,3,3,3,3,3,3,4,3,3,2,21176,60699,7819,25882,23787,29020,22745,26600,25098,3,1,1,1,2,2,3,2,2,89,5,2,"2",2,1,1,1,"",3,1,"2,3",0,NA,"",18,0,3,2,3,3,2,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767",1,5,1,51,3,5,1,0,0,19,3,2,2,2,0,3,1,2,3,5,3,3,5,1,4,5,5,5,5,5,10141,200000,8732,47042,47887,78310,46197,200000,47606,3,5,1,4,3,3,5,5,4,40,6,2,"1,2,5",1,2,NA,NA,"",NA,NA,"",NA,0,"1,4,5,9",9,0,2,1,2,1,2,2,6,2,5,2,4,2,2,4,2,3,3,3,3,3,3,6,5,6,6,1,2,1,7,1,1
"1768",1,5,2,50,4,2,1,0,0,41,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,24507,48169,27606,52113,50423,50986,56338,92676,90986,3,3,3,3,3,3,3,3,3,80,5,4,"8",1,2,NA,NA,"",NA,NA,"",NA,0,"1",31,0,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4
"1769",0,5,1,24,5,3,1,0,1,32,2,3,2,2,0,5,4,5,3,3,3,3,5,5,4,3,5,3,4,2,59608,17255,62745,87843,76863,86275,60392,98039,68235,1,2,3,3,5,2,3,3,3,56,NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
